Platform,Institution,Title,Level,Price,Language,Rating,n_Students,Type,Subject
edX,Georgetown University,Sign Language Science: Factors Contributing to Natural Change,Beginner,99.0,English,2,0,Self-paced on your time,Language
edX,NYIF,Accounting System Structure and Information Management,Beginner,50.0,English,4,0,Self-paced on your time,Economics & Finance
edX,SDG Academy,Sustainable Development: The Post-Capitalist Order,Beginner,49.0,English,3,7031,Self-paced on your time,Economics & Finance
edX,Doane University,"Health Law, Policy, and Advocacy",Intermediate,199.0,English,4,6358,Self-paced on your time,Law
edX,Stanford University,Introduction to Haptics,Beginner,129.0,English,4,0,Self-paced on your time,Engineering
edX,LOGYCA,Gestión de inventario y portafolio,Beginner,25.0,Español,4,0,Self-paced on your time,Engineering
edX,Delft University of Technology,Understanding Nuclear Energy,Intermediate,50.0,English,4,16015,Self-paced on your time,Engineering
edX,Catalyst,Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),Beginner,50.0,Español,3,11431,Self-paced on your time,Business & Management
edX,Delft University of Technology,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,Beginner,50.0,English,2,0,Self-paced on your time,Business & Management
edX,Davidson Next,AP® Calculus BC,Beginner,49.0,English,4,8542,Self-paced on your time,Math
edX,The University of Texas at Austin,Advanced Linear Algebra: Foundations to Frontiers,Advanced,49.0,English,3,0,Self-paced on your time,Computer Science
edX,University of Adelaide,Entrepreneurial Opportunities,Beginner,50.0,English,4,27182,Self-paced on your time,Business & Management
edX,Inter-American Development Bank,Agua en América Latina: Abundancia en medio de la escasez mundial,Beginner,25.0,Español,5,38581,Self-paced on your time,Environmental Studies
edX,Università degli Studi di Napoli Federico II,Understanding Political Concepts,Beginner,59.0,English,2,7421,Self-paced on your time,Social Sciences
edX,University of British Columbia,How to Code: Complex Data,Beginner,125.0,English,3,34190,Self-paced on your time,Computer Science
edX,The University of Queensland,Hypersonics – from Shock Waves to Scramjets,Advanced,99.0,English,5,19043,Self-paced on your time,Engineering
edX,École polytechnique fédérale de Lausanne,Micro and Nanofabrication (MEMS),Advanced,199.0,English,4,16094,Self-paced on your time,Engineering
edX,Ural Federal University,Scientific Methods and Research,Intermediate,49.0,English,4,7501,Self-paced on your time,Science
edX,Babson College,Customer Centric Marketing for Entrepreneurs,Intermediate,149.0,English,3,14003,Self-paced on your time,Business & Management
edX,Arizona State University,Dog Behavior: Problems and Solutions,Intermediate,169.0,English,5,16467,Self-paced on your time,Social Sciences
edX,Curtin University,The Business of Mining,Beginner,139.0,English,4,20406,Self-paced on your time,Business & Management
edX,The University of Michigan,"Social Work Practice in Community Organization, Management and Policy/Evaluation",Advanced,199.0,English,4,9522,Self-paced on your time,Social Sciences
edX,Georgetown University,The Business of Aging in the Longevity Economy,Beginner,139.0,English,4,0,Self-paced on your time,Social Sciences
edX,The University of Queensland,Understanding the Australian Health Care System,Beginner,59.0,English,2,8343,Self-paced on your time,Medicine
edX,SDG Academy,Age of Sustainable Development,Intermediate,49.0,English,1,10019,Self-paced on your time,Social Sciences
edX,University of Washington,Internationalization: Creating Digital Content for the World,Advanced,199.0,English,5,0,Self-paced on your time,Computer Science
edX,Chalmers University of Technology,Multi-Object Tracking for Automotive Systems,Advanced,249.0,English,5,8581,Instructor-led on a course schedule,Engineering
edX,Wageningen University & Research,Economics and Policies in a Biobased Economy,Advanced,149.0,English,4,0,Self-paced on your time,Energy & Earth Sciences
edX,Doane University,Strategic Leadership in Healthcare,Intermediate,199.0,English,4,6237,Self-paced on your time,Business & Management
edX,Georgetown University,Terrorism and Counterterrorism: An Introduction,Beginner,49.0,English,5,14128,Self-paced on your time,Humanities
edX,Tsinghua University,Exploring Psychology's Core Concepts|走进心理学,Beginner,139.0,English,4,5741,Self-paced on your time,Social Sciences
edX,"The University of California, San Diego",Creating Virtual Reality (VR) Apps,Intermediate,99.0,English,4,22349,Self-paced on your time,Computer Science
edX,Universidad Galileo,Análisis Multivariable en SPSS,Beginner,49.0,Español,4,0,Self-paced on your time,Data Analysis & Statistics
edX,Waseda University,Steps in Japanese for Beginners2 Part1,Beginner,99.0,English,4,0,Self-paced on your time,Language
edX,Universidad Autónoma de Madrid,"Competencias para buscar, mantener y promocionar en un empleo",Beginner,49.0,Español,1,0,Self-paced on your time,Social Sciences
edX,Universitat Politècnica de Valencia,Dynamics and Control,Beginner,50.0,English,5,27763,Self-paced on your time,Engineering
edX,University of Washington,Finding Your Cybersecurity Career Path,Beginner,199.0,English,1,19283,Self-paced on your time,Computer Science
edX,Universidad Carlos III de Madrid,Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,Beginner,29.0,Español,4,12674,Self-paced on your time,Humanities
edX,Massachusetts Institute of Technology,Mechanics: Rotational Dynamics,Intermediate,49.0,English,3,13183,Self-paced on your time,Physics
edX,Doane University,Applying Health Coaching in Patient Care,Beginner,199.0,English,5,0,Self-paced on your time,Medicine
edX,Stanford University,Databases: Modeling and Theory,Beginner,50.0,English,4,0,Self-paced on your time,Computer Science
edX,The Islamic Research and Training Institute,"Islamic Banking: Principles, Practice and Risk Management",Beginner,49.0,English,5,0,Self-paced on your time,Economics & Finance
edX,Tecnológico de Monterrey,Liderazgo orientado al florecimiento humano,Beginner,149.0,Español,2,7911,Self-paced on your time,Business & Management
edX,University of British Columbia,Software Construction: Object-Oriented Design,Intermediate,125.0,English,1,23100,Self-paced on your time,Computer Science
edX,The Linux Foundation,"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",Beginner,199.0,English,2,0,Self-paced on your time,Computer Science
edX,Université catholique de Louvain,Fondements de l’économie sociale et solidaire,Intermediate,50.0,Français,4,0,Instructor-led on a course schedule,Social Sciences
edX,Columbia University,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,Beginner,50.0,English,2,17941,Self-paced on your time,History
edX,RWTH Aachen University,Innovation Strategies for Electric Mobility: The StreetScooter Case,Intermediate,99.0,English,4,0,Self-paced on your time,Business & Management
edX,Massachusetts Institute of Technology,Sustainable Energy,Advanced,149.0,English,4,0,Instructor-led on a course schedule,Energy & Earth Sciences
edX,The University of Michigan,Designing and Leading Learning Systems,Advanced,199.0,English,4,11895,Self-paced on your time,Education & Teacher Training
edX,Georgetown University,How the U.S. Government Works & How to Get Involved,Beginner,49.0,English,5,5930,Self-paced on your time,Social Sciences
edX,The University of Michigan,Inspiring and Motivating Arts and Culture Teams,Beginner,49.0,English,2,10817,Self-paced on your time,Business & Management
edX,The University of Queensland,Principles of Microeconomics: An Economist Way of Thinking,Intermediate,149.0,English,4,0,Self-paced on your time,Economics & Finance
edX,The Hong Kong University of Science and Technology,A System View of Communications: From Signals to Packets (Part 1),Beginner,60.0,English,5,34261,Self-paced on your time,Computer Science
edX,Harvard University,"Invasions, Rebellions, and the Fall of Imperial China",Beginner,139.0,English,4,41537,Self-paced on your time,History
edX,"University of California, Berkeley",AP® English Literature & Composition – Part 3: Plays,Beginner,49.0,English,2,6443,Self-paced on your time,Humanities
edX,Universitat Politècnica de Valencia,Cómo implantar grupos de mejora de procesos,Beginner,150.0,Español,5,28100,Self-paced on your time,Business & Management
edX,Rice University,Proteins: Biology's Workforce,Intermediate,169.0,English,3,25893,Self-paced on your time,Biology & Life Sciences
edX,Universidad Nacional de Córdoba,Introducción a los ritmos y relojes biológicos,Beginner,50.0,Español,5,6149,Self-paced on your time,Science
edX,The Georgia Institute of Technology,Linear Algebra I: Linear Equations,Intermediate,199.0,English,1,0,Self-paced on your time,Math
edX,École polytechnique fédérale de Lausanne,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",Advanced,169.0,English,5,10205,Self-paced on your time,Engineering
edX,Universitat Politècnica de Valencia,Fundamentos de Electromagnetismo para Ingeniería,Beginner,49.0,Español,4,15040,Self-paced on your time,Physics
edX,SDG Academy,Sustainable Food Systems: A Mediterranean Perspective,Intermediate,49.0,English,5,6480,Self-paced on your time,Food & Nutrition
edX,Western Governors University,Scripting and Programming Foundations,Beginner,299.0,English,4,0,Self-paced on your time,Computer Science
edX,IBM,Using GPUs to Scale and Speed-up Deep Learning,Intermediate,99.0,English,2,9294,Self-paced on your time,Data Analysis & Statistics
edX,edX,StudioX: Creating a Course with edX Studio,Beginner,99.0,English,1,20355,Self-paced on your time,Education & Teacher Training
edX,Rolls-Royce,The Power of Data,Beginner,49.0,English,5,0,Self-paced on your time,Data Analysis & Statistics
edX,Universidad Nacional de Córdoba,Introducción a las ondas gravitacionales,Beginner,50.0,Español,5,8657,Self-paced on your time,Science
edX,University of Maryland Global Campus-University System of Maryland,Drones and Autonomous Systems 2: Applications in Emergency Management,Intermediate,149.0,English,5,0,Self-paced on your time,Science
edX,University of Adelaide,MathTrackX: Differential Calculus,Beginner,79.0,English,2,0,Self-paced on your time,Math
edX,Harvard University,Global China: From the Mongols to the Ming,Beginner,139.0,English,5,41902,Self-paced on your time,History
edX,Inter-American Development Bank,Leaders in Citizen Security and Justice Management for the Caribbean,Intermediate,25.0,English,4,0,Self-paced on your time,Social Sciences
edX,Tsinghua University,Pattern Studying and Making | 图案审美与创作,Beginner,139.0,中文,5,0,Self-paced on your time,Art & Culture
edX,École polytechnique fédérale de Lausanne,Computational Neuroscience: Neuronal Dynamics of Cognition,Advanced,139.0,English,3,11246,Self-paced on your time,Biology & Life Sciences
edX,SDG Academy,Cities and the Challenge of Sustainable Development,Beginner,25.0,English,4,8775,Self-paced on your time,Environmental Studies
edX,University of Adelaide,MathTrackX: Special Functions,Beginner,79.0,English,5,0,Self-paced on your time,Math
